,clip_name,tools_present
8044,clip_008044,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8045,clip_008045,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8046,clip_008046,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8047,clip_008047,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8048,clip_008048,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8049,clip_008049,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8050,clip_008050,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8051,clip_008051,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8052,clip_008052,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8053,clip_008053,"[bipolar forceps, nan, clip applier , cadiere forceps]"
8055,clip_008055,"[bipolar forceps, nan, clip applier , cadiere forceps]"
8056,clip_008056,"[bipolar forceps, nan, clip applier , cadiere forceps]"
8057,clip_008057,"[bipolar forceps, nan, clip applier , cadiere forceps]"
8058,clip_008058,"[bipolar forceps, nan, vessel sealer, cadiere forceps]"
8059,clip_008059,"[bipolar forceps, nan, vessel sealer, cadiere forceps]"
8060,clip_008060,"[bipolar forceps, nan, vessel sealer, cadiere forceps]"
8061,clip_008061,"[bipolar forceps, nan, vessel sealer, cadiere forceps]"
8062,clip_008062,"[bipolar forceps, nan, vessel sealer, cadiere forceps]"
8063,clip_008063,"[prograsp forceps, cadiere forceps, nan, bipolar forceps]"
8064,clip_008064,"[prograsp forceps, cadiere forceps, nan, bipolar forceps]"
8065,clip_008065,"[prograsp forceps, cadiere forceps, nan, bipolar forceps]"
8066,clip_008066,"[prograsp forceps, cadiere forceps, nan, bipolar forceps]"
8067,clip_008067,"[prograsp forceps, cadiere forceps, nan, bipolar forceps]"
8068,clip_008068,"[prograsp forceps, cadiere forceps, nan, bipolar forceps]"
8069,clip_008069,"[prograsp forceps, cadiere forceps, nan, clip applier ]"
8070,clip_008070,"[prograsp forceps, cadiere forceps, nan, clip applier ]"
8071,clip_008071,"[prograsp forceps, cadiere forceps, nan, clip applier ]"
8072,clip_008072,"[prograsp forceps, cadiere forceps, nan, monopolar curved scissors]"
8073,clip_008073,"[prograsp forceps, cadiere forceps, nan, monopolar curved scissors]"
8074,clip_008074,"[prograsp forceps, cadiere forceps, nan, monopolar curved scissors]"
8075,clip_008075,"[prograsp forceps, cadiere forceps, nan, monopolar curved scissors]"
8076,clip_008076,"[prograsp forceps, cadiere forceps, nan, monopolar curved scissors]"
8077,clip_008077,"[prograsp forceps, cadiere forceps, nan, monopolar curved scissors]"
8078,clip_008078,"[prograsp forceps, cadiere forceps, nan, monopolar curved scissors]"
8079,clip_008079,"[prograsp forceps, cadiere forceps, nan, monopolar curved scissors]"
8080,clip_008080,"[prograsp forceps, cadiere forceps, nan, monopolar curved scissors]"
8081,clip_008081,"[prograsp forceps, cadiere forceps, nan, monopolar curved scissors]"
8082,clip_008082,"[prograsp forceps, cadiere forceps, nan, monopolar curved scissors]"
8083,clip_008083,"[prograsp forceps, cadiere forceps, nan, monopolar curved scissors]"
8084,clip_008084,"[prograsp forceps, cadiere forceps, nan, monopolar curved scissors]"
8085,clip_008085,"[prograsp forceps, cadiere forceps, nan, monopolar curved scissors]"
8086,clip_008086,"[prograsp forceps, cadiere forceps, nan, monopolar curved scissors]"
8087,clip_008087,"[prograsp forceps, cadiere forceps, nan, monopolar curved scissors]"
8088,clip_008088,"[prograsp forceps, cadiere forceps, nan, monopolar curved scissors]"
8089,clip_008089,"[prograsp forceps, cadiere forceps, nan, monopolar curved scissors]"
8090,clip_008090,"[prograsp forceps, cadiere forceps, nan, monopolar curved scissors]"
8091,clip_008091,"[needle driver, nan, needle driver, prograsp forceps]"
8092,clip_008092,"[needle driver, nan, needle driver, prograsp forceps]"
8093,clip_008093,"[needle driver, nan, needle driver, prograsp forceps]"
8094,clip_008094,"[needle driver, nan, needle driver, cadiere forceps]"
8095,clip_008095,"[needle driver, nan, needle driver, cadiere forceps]"
8096,clip_008096,"[needle driver, nan, needle driver, cadiere forceps]"
8097,clip_008097,"[needle driver, nan, needle driver, cadiere forceps]"
8098,clip_008098,"[needle driver, nan, needle driver, cadiere forceps]"
8099,clip_008099,"[needle driver, nan, needle driver, cadiere forceps]"
8100,clip_008100,"[needle driver, nan, needle driver, cadiere forceps]"
8101,clip_008101,"[needle driver, nan, needle driver, cadiere forceps]"
8102,clip_008102,"[needle driver, nan, needle driver, cadiere forceps]"
8103,clip_008103,"[needle driver, nan, needle driver, cadiere forceps]"
8104,clip_008104,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8105,clip_008105,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8106,clip_008106,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8107,clip_008107,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8108,clip_008108,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8109,clip_008109,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8110,clip_008110,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8111,clip_008111,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8112,clip_008112,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8113,clip_008113,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8114,clip_008114,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8115,clip_008115,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8116,clip_008116,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8117,clip_008117,"[needle driver, nan, needle driver, cadiere forceps]"
8118,clip_008118,"[needle driver, nan, needle driver, cadiere forceps]"
8119,clip_008119,"[needle driver, nan, needle driver, cadiere forceps]"
8120,clip_008120,"[needle driver, nan, needle driver, cadiere forceps]"
8121,clip_008121,"[needle driver, nan, needle driver, cadiere forceps]"
8122,clip_008122,"[needle driver, nan, needle driver, cadiere forceps]"
8123,clip_008123,"[needle driver, nan, needle driver, cadiere forceps]"
8124,clip_008124,"[bipolar forceps, nan, monopolar curved scissors, prograsp forceps]"
8125,clip_008125,"[bipolar forceps, nan, monopolar curved scissors, prograsp forceps]"
8126,clip_008126,"[bipolar forceps, nan, monopolar curved scissors, prograsp forceps]"
8127,clip_008127,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
8128,clip_008128,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
8129,clip_008129,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
8130,clip_008130,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
8131,clip_008131,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
8132,clip_008132,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
8133,clip_008133,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
8134,clip_008134,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
8135,clip_008135,"[needle driver, nan, needle driver, cadiere forceps]"
8136,clip_008136,"[needle driver, nan, needle driver, cadiere forceps]"
8137,clip_008137,"[needle driver, nan, needle driver, cadiere forceps]"
8138,clip_008138,"[cadiere forceps, bipolar forceps, nan, monopolar curved scissors]"
8139,clip_008139,"[cadiere forceps, bipolar forceps, nan, monopolar curved scissors]"
8140,clip_008140,"[cadiere forceps, bipolar forceps, nan, monopolar curved scissors]"
8141,clip_008141,"[cadiere forceps, bipolar forceps, nan, monopolar curved scissors]"
8142,clip_008142,"[cadiere forceps, bipolar forceps, nan, monopolar curved scissors]"
8143,clip_008143,"[cadiere forceps, bipolar forceps, nan, monopolar curved scissors]"
8144,clip_008144,"[cadiere forceps, bipolar forceps, nan, monopolar curved scissors]"
8145,clip_008145,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8146,clip_008146,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8147,clip_008147,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8148,clip_008148,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8149,clip_008149,"[bipolar forceps, nan, cadiere forceps, stapler]"
8150,clip_008150,"[bipolar forceps, nan, cadiere forceps, stapler]"
8151,clip_008151,"[bipolar forceps, nan, cadiere forceps, monopolar curved scissors]"
8152,clip_008152,"[bipolar forceps, nan, cadiere forceps, monopolar curved scissors]"
8153,clip_008153,"[bipolar forceps, nan, cadiere forceps, monopolar curved scissors]"
8154,clip_008154,"[bipolar forceps, nan, needle driver, monopolar curved scissors]"
8155,clip_008155,"[bipolar forceps, nan, needle driver, monopolar curved scissors]"
8156,clip_008156,"[bipolar forceps, nan, needle driver, monopolar curved scissors]"
8157,clip_008157,"[bipolar forceps, nan, needle driver, monopolar curved scissors]"
8158,clip_008158,"[bipolar forceps, nan, needle driver, monopolar curved scissors]"
8159,clip_008159,"[bipolar forceps, nan, needle driver, monopolar curved scissors]"
8160,clip_008160,"[bipolar forceps, nan, needle driver, monopolar curved scissors]"
8161,clip_008161,"[bipolar forceps, nan, needle driver, monopolar curved scissors]"
8162,clip_008162,"[bipolar forceps, nan, needle driver, monopolar curved scissors]"
8163,clip_008163,"[bipolar forceps, nan, needle driver, monopolar curved scissors]"
8164,clip_008164,"[bipolar forceps, nan, needle driver, monopolar curved scissors]"
8165,clip_008165,"[bipolar forceps, nan, needle driver, stapler]"
8166,clip_008166,"[bipolar forceps, nan, needle driver, stapler]"
8167,clip_008167,"[needle driver, nan, needle driver, prograsp forceps]"
8168,clip_008168,"[needle driver, nan, needle driver, prograsp forceps]"
8169,clip_008169,"[needle driver, nan, needle driver, prograsp forceps]"
8170,clip_008170,"[needle driver, nan, needle driver, prograsp forceps]"
8171,clip_008171,"[needle driver, nan, needle driver, prograsp forceps]"
8172,clip_008172,"[needle driver, nan, needle driver, prograsp forceps]"
8173,clip_008173,"[needle driver, nan, needle driver, prograsp forceps]"
8174,clip_008174,"[needle driver, nan, needle driver, prograsp forceps]"
8175,clip_008175,"[needle driver, nan, needle driver, prograsp forceps]"
8176,clip_008176,"[needle driver, nan, needle driver, prograsp forceps]"
8177,clip_008177,"[needle driver, nan, needle driver, prograsp forceps]"
8178,clip_008178,"[needle driver, nan, needle driver, prograsp forceps]"
8179,clip_008179,"[needle driver, nan, needle driver, prograsp forceps]"
8180,clip_008180,"[needle driver, nan, needle driver, prograsp forceps]"
8181,clip_008181,"[needle driver, nan, needle driver, prograsp forceps]"
8182,clip_008182,"[needle driver, nan, needle driver, prograsp forceps]"
8183,clip_008183,"[needle driver, nan, needle driver, prograsp forceps]"
8184,clip_008184,"[needle driver, nan, needle driver, prograsp forceps]"
8185,clip_008185,"[needle driver, nan, needle driver, prograsp forceps]"
8186,clip_008186,"[needle driver, nan, needle driver, prograsp forceps]"
8187,clip_008187,"[needle driver, nan, needle driver, prograsp forceps]"
8188,clip_008188,"[needle driver, nan, needle driver, prograsp forceps]"
8189,clip_008189,"[needle driver, nan, needle driver, prograsp forceps]"
8190,clip_008190,"[needle driver, nan, needle driver, prograsp forceps]"
8191,clip_008191,"[needle driver, nan, needle driver, prograsp forceps]"
8192,clip_008192,"[needle driver, nan, needle driver, prograsp forceps]"
8193,clip_008193,"[needle driver, nan, needle driver, prograsp forceps]"
8194,clip_008194,"[needle driver, nan, needle driver, prograsp forceps]"
8195,clip_008195,"[needle driver, nan, needle driver, prograsp forceps]"
8196,clip_008196,"[needle driver, nan, needle driver, prograsp forceps]"
8197,clip_008197,"[needle driver, nan, needle driver, prograsp forceps]"
8198,clip_008198,"[needle driver, nan, needle driver, prograsp forceps]"
8199,clip_008199,"[needle driver, nan, needle driver, prograsp forceps]"
8200,clip_008200,"[needle driver, nan, needle driver, prograsp forceps]"
8201,clip_008201,"[needle driver, nan, needle driver, prograsp forceps]"
8202,clip_008202,"[needle driver, nan, needle driver, prograsp forceps]"
8203,clip_008203,"[needle driver, nan, needle driver, prograsp forceps]"
8204,clip_008204,"[needle driver, nan, needle driver, prograsp forceps]"
8205,clip_008205,"[needle driver, nan, needle driver, prograsp forceps]"
8206,clip_008206,"[needle driver, nan, needle driver, prograsp forceps]"
8207,clip_008207,"[needle driver, nan, needle driver, prograsp forceps]"
8208,clip_008208,"[prograsp forceps, bipolar forceps, nan, permanent cautery hook/spatula]"
8209,clip_008209,"[prograsp forceps, bipolar forceps, nan, permanent cautery hook/spatula]"
8210,clip_008210,"[prograsp forceps, bipolar forceps, nan, permanent cautery hook/spatula]"
8211,clip_008211,"[prograsp forceps, bipolar forceps, nan, permanent cautery hook/spatula]"
8212,clip_008212,"[prograsp forceps, bipolar forceps, nan, permanent cautery hook/spatula]"
8213,clip_008213,"[prograsp forceps, bipolar forceps, nan, permanent cautery hook/spatula]"
8214,clip_008214,"[prograsp forceps, bipolar forceps, nan, permanent cautery hook/spatula]"
8215,clip_008215,"[prograsp forceps, bipolar forceps, nan, permanent cautery hook/spatula]"
8216,clip_008216,"[prograsp forceps, bipolar forceps, nan, permanent cautery hook/spatula]"
8217,clip_008217,"[prograsp forceps, bipolar forceps, nan, permanent cautery hook/spatula]"
8218,clip_008218,"[prograsp forceps, bipolar forceps, nan, permanent cautery hook/spatula]"
8219,clip_008219,"[prograsp forceps, bipolar forceps, nan, permanent cautery hook/spatula]"
8220,clip_008220,"[prograsp forceps, bipolar forceps, nan, permanent cautery hook/spatula]"
8221,clip_008221,"[prograsp forceps, bipolar forceps, nan, permanent cautery hook/spatula]"
8222,clip_008222,"[prograsp forceps, bipolar forceps, nan, permanent cautery hook/spatula]"
8223,clip_008223,"[prograsp forceps, bipolar forceps, nan, permanent cautery hook/spatula]"
8224,clip_008224,"[prograsp forceps, bipolar forceps, nan, permanent cautery hook/spatula]"
8225,clip_008225,"[prograsp forceps, bipolar forceps, nan, permanent cautery hook/spatula]"
8226,clip_008226,"[prograsp forceps, bipolar forceps, nan, permanent cautery hook/spatula]"
8227,clip_008227,"[prograsp forceps, bipolar forceps, nan, permanent cautery hook/spatula]"
8228,clip_008228,"[prograsp forceps, bipolar forceps, nan, clip applier ]"
8229,clip_008229,"[prograsp forceps, bipolar forceps, nan, clip applier ]"
8230,clip_008230,"[prograsp forceps, bipolar forceps, nan, permanent cautery hook/spatula]"
8231,clip_008231,"[prograsp forceps, bipolar forceps, nan, permanent cautery hook/spatula]"
8232,clip_008232,"[prograsp forceps, bipolar forceps, nan, permanent cautery hook/spatula]"
8233,clip_008233,"[prograsp forceps, bipolar forceps, nan, permanent cautery hook/spatula]"
8234,clip_008234,"[prograsp forceps, bipolar forceps, nan, permanent cautery hook/spatula]"
8235,clip_008235,"[prograsp forceps, bipolar forceps, nan, permanent cautery hook/spatula]"
8236,clip_008236,"[prograsp forceps, bipolar forceps, nan, permanent cautery hook/spatula]"
8237,clip_008237,"[prograsp forceps, bipolar forceps, nan, permanent cautery hook/spatula]"
8238,clip_008238,"[prograsp forceps, bipolar forceps, nan, permanent cautery hook/spatula]"
8239,clip_008239,"[prograsp forceps, bipolar forceps, nan, permanent cautery hook/spatula]"
8240,clip_008240,"[prograsp forceps, bipolar forceps, nan, permanent cautery hook/spatula]"
8241,clip_008241,"[prograsp forceps, bipolar forceps, nan, permanent cautery hook/spatula]"
8242,clip_008242,"[needle driver, nan, needle driver, prograsp forceps]"
8243,clip_008243,"[needle driver, nan, needle driver, prograsp forceps]"
8244,clip_008244,"[needle driver, nan, needle driver, prograsp forceps]"
8245,clip_008245,"[needle driver, nan, needle driver, prograsp forceps]"
8246,clip_008246,"[needle driver, nan, needle driver, prograsp forceps]"
8247,clip_008247,"[needle driver, nan, needle driver, prograsp forceps]"
8248,clip_008248,"[needle driver, nan, needle driver, prograsp forceps]"
8249,clip_008249,"[needle driver, nan, needle driver, prograsp forceps]"
8250,clip_008250,"[needle driver, nan, needle driver, prograsp forceps]"
8251,clip_008251,"[needle driver, nan, needle driver, prograsp forceps]"
8252,clip_008252,"[needle driver, nan, needle driver, prograsp forceps]"
8253,clip_008253,"[needle driver, nan, needle driver, prograsp forceps]"
8254,clip_008254,"[needle driver, nan, needle driver, prograsp forceps]"
8255,clip_008255,"[needle driver, nan, needle driver, prograsp forceps]"
8256,clip_008256,"[needle driver, nan, needle driver, prograsp forceps]"
8257,clip_008257,"[needle driver, nan, needle driver, prograsp forceps]"
8258,clip_008258,"[needle driver, nan, needle driver, prograsp forceps]"
8259,clip_008259,"[needle driver, nan, needle driver, prograsp forceps]"
8260,clip_008260,"[needle driver, nan, needle driver, prograsp forceps]"
8261,clip_008261,"[needle driver, nan, needle driver, prograsp forceps]"
8262,clip_008262,"[needle driver, nan, needle driver, prograsp forceps]"
8263,clip_008263,"[needle driver, nan, needle driver, prograsp forceps]"
8264,clip_008264,"[needle driver, nan, needle driver, prograsp forceps]"
8265,clip_008265,"[needle driver, nan, needle driver, prograsp forceps]"
8266,clip_008266,"[needle driver, nan, needle driver, prograsp forceps]"
8267,clip_008267,"[needle driver, nan, needle driver, prograsp forceps]"
8268,clip_008268,"[needle driver, nan, needle driver, prograsp forceps]"
8269,clip_008269,"[needle driver, nan, needle driver, prograsp forceps]"
8270,clip_008270,"[needle driver, nan, needle driver, prograsp forceps]"
8271,clip_008271,"[needle driver, nan, needle driver, prograsp forceps]"
8272,clip_008272,"[needle driver, nan, needle driver, prograsp forceps]"
8273,clip_008273,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8274,clip_008274,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8275,clip_008275,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8276,clip_008276,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8277,clip_008277,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8278,clip_008278,"[needle driver, nan, needle driver, cadiere forceps]"
8279,clip_008279,"[needle driver, nan, needle driver, cadiere forceps]"
8280,clip_008280,"[needle driver, nan, needle driver, cadiere forceps]"
8281,clip_008281,"[needle driver, nan, needle driver, cadiere forceps]"
8282,clip_008282,"[needle driver, nan, needle driver, cadiere forceps]"
8283,clip_008283,"[needle driver, nan, needle driver, cadiere forceps]"
8284,clip_008284,"[needle driver, nan, needle driver, cadiere forceps]"
8285,clip_008285,"[needle driver, nan, needle driver, cadiere forceps]"
8286,clip_008286,"[needle driver, nan, needle driver, cadiere forceps]"
8287,clip_008287,"[needle driver, nan, needle driver, cadiere forceps]"
8288,clip_008288,"[needle driver, nan, needle driver, cadiere forceps]"
8289,clip_008289,"[needle driver, nan, needle driver, cadiere forceps]"
8290,clip_008290,"[needle driver, nan, needle driver, cadiere forceps]"
8291,clip_008291,"[needle driver, nan, needle driver, cadiere forceps]"
8292,clip_008292,"[needle driver, nan, needle driver, cadiere forceps]"
8293,clip_008293,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8294,clip_008294,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8295,clip_008295,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8296,clip_008296,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8297,clip_008297,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8298,clip_008298,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8299,clip_008299,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8300,clip_008300,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8301,clip_008301,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8302,clip_008302,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8303,clip_008303,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8304,clip_008304,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
8305,clip_008305,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
8306,clip_008306,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
8307,clip_008307,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
8308,clip_008308,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
8309,clip_008309,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
8310,clip_008310,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
8311,clip_008311,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
8312,clip_008312,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8313,clip_008313,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8314,clip_008314,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8315,clip_008315,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8316,clip_008316,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8317,clip_008317,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8318,clip_008318,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8319,clip_008319,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8320,clip_008320,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8321,clip_008321,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8322,clip_008322,"[bipolar forceps, nan, clip applier , cadiere forceps]"
8323,clip_008323,"[bipolar forceps, nan, clip applier , cadiere forceps]"
8324,clip_008324,"[bipolar forceps, nan, vessel sealer, cadiere forceps]"
8325,clip_008325,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8326,clip_008326,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8327,clip_008327,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8328,clip_008328,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8329,clip_008329,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8330,clip_008330,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8331,clip_008331,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8332,clip_008332,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8333,clip_008333,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8334,clip_008334,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8335,clip_008335,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8336,clip_008336,"[bipolar forceps, nan, monopolar curved scissors, needle driver]"
8337,clip_008337,"[bipolar forceps, nan, monopolar curved scissors, needle driver]"
8338,clip_008338,"[bipolar forceps, nan, monopolar curved scissors, needle driver]"
8339,clip_008339,"[bipolar forceps, nan, monopolar curved scissors, needle driver]"
8340,clip_008340,"[bipolar forceps, nan, monopolar curved scissors, needle driver]"
8341,clip_008341,"[bipolar forceps, nan, monopolar curved scissors, needle driver]"
8342,clip_008342,"[bipolar forceps, nan, monopolar curved scissors, needle driver]"
8343,clip_008343,"[bipolar forceps, nan, monopolar curved scissors, needle driver]"
8344,clip_008344,"[needle driver, nan, needle driver, prograsp forceps]"
8345,clip_008345,"[needle driver, nan, needle driver, prograsp forceps]"
8346,clip_008346,"[needle driver, nan, needle driver, prograsp forceps]"
8347,clip_008347,"[needle driver, nan, needle driver, prograsp forceps]"
8348,clip_008348,"[needle driver, nan, needle driver, cadiere forceps]"
8349,clip_008349,"[needle driver, nan, needle driver, cadiere forceps]"
8350,clip_008350,"[needle driver, nan, needle driver, cadiere forceps]"
8351,clip_008351,"[needle driver, nan, needle driver, cadiere forceps]"
8352,clip_008352,"[needle driver, nan, needle driver, cadiere forceps]"
8353,clip_008353,"[needle driver, nan, needle driver, cadiere forceps]"
8354,clip_008354,"[needle driver, nan, needle driver, cadiere forceps]"
8355,clip_008355,"[needle driver, nan, needle driver, cadiere forceps]"
8356,clip_008356,"[needle driver, nan, needle driver, cadiere forceps]"
8357,clip_008357,"[needle driver, nan, needle driver, cadiere forceps]"
8358,clip_008358,"[needle driver, nan, needle driver, cadiere forceps]"
8359,clip_008359,"[needle driver, nan, needle driver, cadiere forceps]"
8360,clip_008360,"[needle driver, nan, needle driver, cadiere forceps]"
8361,clip_008361,"[needle driver, nan, needle driver, cadiere forceps]"
8362,clip_008362,"[needle driver, nan, needle driver, cadiere forceps]"
8363,clip_008363,"[needle driver, nan, needle driver, cadiere forceps]"
8364,clip_008364,"[needle driver, nan, needle driver, cadiere forceps]"
8365,clip_008365,"[needle driver, nan, needle driver, cadiere forceps]"
8366,clip_008366,"[needle driver, nan, needle driver, cadiere forceps]"
8367,clip_008367,"[needle driver, nan, needle driver, cadiere forceps]"
8368,clip_008368,"[needle driver, nan, needle driver, cadiere forceps]"
8369,clip_008369,"[needle driver, nan, needle driver, cadiere forceps]"
8370,clip_008370,"[needle driver, nan, needle driver, cadiere forceps]"
8371,clip_008371,"[needle driver, nan, needle driver, cadiere forceps]"
8372,clip_008372,"[needle driver, nan, needle driver, cadiere forceps]"
8373,clip_008373,"[needle driver, nan, needle driver, cadiere forceps]"
8374,clip_008374,"[needle driver, nan, needle driver, cadiere forceps]"
8375,clip_008375,"[needle driver, nan, monopolar curved scissors, cadiere forceps]"
8376,clip_008376,"[needle driver, nan, monopolar curved scissors, cadiere forceps]"
8377,clip_008377,"[needle driver, nan, monopolar curved scissors, cadiere forceps]"
8378,clip_008378,"[needle driver, nan, needle driver, cadiere forceps]"
8379,clip_008379,"[needle driver, nan, needle driver, cadiere forceps]"
8380,clip_008380,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8381,clip_008381,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8382,clip_008382,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8383,clip_008383,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8384,clip_008384,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8385,clip_008385,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8386,clip_008386,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8387,clip_008387,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8388,clip_008388,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8389,clip_008389,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8390,clip_008390,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8391,clip_008391,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8392,clip_008392,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8393,clip_008393,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8394,clip_008394,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8395,clip_008395,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8396,clip_008396,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8397,clip_008397,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8398,clip_008398,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8399,clip_008399,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8400,clip_008400,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8401,clip_008401,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8402,clip_008402,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8403,clip_008403,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8404,clip_008404,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8405,clip_008405,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8406,clip_008406,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
